id,Y1,Y2
1.0,0.38086353776849924,-0.3789902666596586
2.0,-0.16812571132577217,-0.4416686668938812
3.0,-0.16317837624433484,-0.31042557705244495
4.0,-0.3111006171573775,-0.15031180248964812
5.0,-0.8152265657298693,-0.18810462776074122
6.0,0.24123504579213656,-0.19492981703109555
7.0,0.9749803073030244,-0.1208146828136958
8.0,-0.06804002006677227,-0.33199496363874315
9.0,-0.6527463737422037,-0.2609235226854187
10.0,-0.9962418415500645,-0.2992310088528896
11.0,-1.038120197419143,0.09112262350994656
12.0,0.04963033465037803,-0.2557879642835132
13.0,-0.5476999568763664,-0.1709129804874535
14.0,-0.18056479419415505,-0.1926647089620378
15.0,-0.11696496265246446,-0.1378085418120076
16.0,1.176097175880978,-0.18861998293639132
17.0,0.8180249964464436,-0.32357975571741576
18.0,0.9604284474437164,-0.1446858807657601
19.0,-0.44847543902647063,-0.3234009799939048
20.0,-0.6583925509737301,-0.34174991833667456
21.0,0.6586750843541495,-0.3126017424720972
22.0,0.6815866395363783,-0.18143961824354413
23.0,-0.7474544603069913,-0.41363304721013655
24.0,0.689684642607578,-0.41207118223740213
25.0,1.13243178553106,-0.07384514574042345
26.0,0.9724340395551928,0.946561829495396
27.0,-0.5798493691126868,-0.04197886320123955
28.0,-0.35958466836133685,-0.3707801935224106
29.0,-2.252000550426993,0.8837272196833601
30.0,1.902722938304542,0.9359199625006344
31.0,2.197945904555574,0.4509354222082734
32.0,-1.490125494234491,0.4749833609824133
33.0,1.2959713990976611,0.3044160662663104
34.0,0.963918072699017,0.3107823175439642
35.0,-0.13808327383023425,0.19262493898418345
36.0,0.7206645067423685,0.07768664681539034
37.0,-0.3945404759902636,-0.18279075475177134
38.0,-0.3230848841376971,-0.27904791550894636
39.0,-0.37569537622774785,-0.23264573946716263
40.0,1.057468506238454,-0.33430261632376473
41.0,-0.7311227034856476,-0.3251746151880031
42.0,-0.36303144592500197,-0.3281539406920454
43.0,0.8385207678892889,-0.3941587706223983
44.0,-0.5597944315404657,-0.23422620235011937
45.0,-1.9812130569974553,0.005272987792430408
46.0,0.0022721056391801927,-0.11515719369684238
47.0,1.29675202423582,-0.11365192391004661
48.0,0.6824455513022124,-0.2938977814237686
49.0,0.4449257928020852,-0.24832814103239667
50.0,-0.3147798080585531,-0.40661040815191096
51.0,0.38146603377090066,-0.43468273834366383
52.0,-1.3047459486078994,-0.2465269738615367
53.0,-0.24178879809973952,-0.4649253400338321
54.0,-1.1183110422984224,-0.15541594301581926
55.0,0.7038600549044063,-0.429500358389568
56.0,0.3982004068068296,-0.483530862078784
57.0,-0.15259729997776741,-0.5160038409769877
58.0,-1.1615722181225667,-0.3112389143478767
59.0,0.8331949957781579,-0.4803132990385177
60.0,-0.14951869637811033,-0.5012641939387528
61.0,0.17402552081078393,-0.450703058769807
62.0,-0.3036490388864547,-0.5122596416255046
63.0,-0.6550998596384248,-0.32536764188642703
64.0,-0.2238505407701633,-0.3042216184707872
65.0,0.09244390204947917,-0.43432029581967957
